user_id,experiment_name,variant,assigned_at
735,product_page_redesign,B,2024-01-25
736,product_page_redesign,A,2024-01-11
737,product_page_redesign,B,2024-01-09
738,product_page_redesign,A,2024-01-06
739,product_page_redesign,B,2024-01-25
740,product_page_redesign,A,2024-01-03
741,product_page_redesign,B,2024-01-09
742,product_page_redesign,A,2024-01-25
743,product_page_redesign,B,2024-01-02
744,product_page_redesign,A,2024-01-13
745,product_page_redesign,B,2024-01-13
746,product_page_redesign,A,2024-01-11
747,product_page_redesign,B,2024-01-02
748,product_page_redesign,A,2024-01-09
749,product_page_redesign,B,2024-01-27
750,product_page_redesign,A,2024-01-09
751,product_page_redesign,B,2024-01-06
752,product_page_redesign,A,2024-01-15
753,product_page_redesign,B,2024-01-03
754,product_page_redesign,A,2024-01-16
755,product_page_redesign,B,2024-01-30
756,product_page_redesign,A,2024-01-07
757,product_page_redesign,B,2024-01-20
758,product_page_redesign,A,2024-01-13
759,product_page_redesign,B,2024-01-06
760,product_page_redesign,A,2024-01-21
761,product_page_redesign,B,2024-01-16
762,product_page_redesign,A,2024-01-04
763,product_page_redesign,B,2024-01-05
764,product_page_redesign,A,2024-01-18
765,product_page_redesign,B,2024-01-25
766,product_page_redesign,A,2024-01-14
767,product_page_redesign,B,2024-01-07
768,product_page_redesign,A,2024-01-20
769,product_page_redesign,B,2024-01-21
770,product_page_redesign,A,2024-01-04
771,product_page_redesign,B,2024-01-30
772,product_page_redesign,A,2024-01-15
773,product_page_redesign,B,2024-01-23
774,product_page_redesign,A,2024-01-09
775,product_page_redesign,B,2024-01-04
776,product_page_redesign,A,2024-01-02
777,product_page_redesign,B,2024-01-03
778,product_page_redesign,A,2024-01-03
779,product_page_redesign,B,2024-01-19
780,product_page_redesign,A,2024-01-24
781,product_page_redesign,B,2024-01-09
782,product_page_redesign,A,2024-01-25
783,product_page_redesign,B,2024-01-15
784,product_page_redesign,A,2024-01-01
785,product_page_redesign,B,2024-01-29
786,product_page_redesign,A,2024-01-16
787,product_page_redesign,B,2024-01-05
788,product_page_redesign,A,2024-01-21
789,product_page_redesign,B,2024-01-21
790,product_page_redesign,A,2024-01-01
791,product_page_redesign,B,2024-01-30
792,product_page_redesign,A,2024-01-02
793,product_page_redesign,B,2024-01-22
794,product_page_redesign,A,2024-01-13
795,product_page_redesign,B,2024-01-09
796,product_page_redesign,A,2024-01-05
797,product_page_redesign,B,2024-01-23
798,product_page_redesign,A,2024-01-11
799,product_page_redesign,B,2024-01-29
800,product_page_redesign,A,2024-01-13
801,product_page_redesign,B,2024-01-19
802,product_page_redesign,A,2024-01-01
803,product_page_redesign,B,2024-01-17
804,product_page_redesign,A,2024-01-23
805,product_page_redesign,B,2024-01-25
806,product_page_redesign,A,2024-01-16
807,product_page_redesign,B,2024-01-16
808,product_page_redesign,A,2024-01-14
809,product_page_redesign,B,2024-01-13
810,product_page_redesign,A,2024-01-28
811,product_page_redesign,B,2024-01-24
812,product_page_redesign,A,2024-01-25
813,product_page_redesign,B,2024-01-26
814,product_page_redesign,A,2024-01-26
815,product_page_redesign,B,2024-01-03
816,product_page_redesign,A,2024-01-18
817,product_page_redesign,B,2024-01-08
818,product_page_redesign,A,2024-01-01
819,product_page_redesign,B,2024-01-13
820,product_page_redesign,A,2024-01-23
821,product_page_redesign,B,2024-01-27
822,product_page_redesign,A,2024-01-25
823,product_page_redesign,B,2024-01-16
824,product_page_redesign,A,2024-01-04
825,product_page_redesign,B,2024-01-19
826,product_page_redesign,A,2024-01-18
827,product_page_redesign,B,2024-01-30
828,product_page_redesign,A,2024-01-12
829,product_page_redesign,B,2024-01-11
830,product_page_redesign,A,2024-01-22
831,product_page_redesign,B,2024-01-10
832,product_page_redesign,A,2024-01-13
833,product_page_redesign,B,2024-01-02
834,product_page_redesign,A,2024-01-21
835,product_page_redesign,B,2024-01-21
836,product_page_redesign,A,2024-01-03
837,product_page_redesign,B,2024-01-12
838,product_page_redesign,A,2024-01-18
839,product_page_redesign,B,2024-01-28
840,product_page_redesign,A,2024-01-11
841,product_page_redesign,B,2024-01-03
842,product_page_redesign,A,2024-01-27
843,product_page_redesign,B,2024-01-15
844,product_page_redesign,A,2024-01-25
845,product_page_redesign,B,2024-01-25
846,product_page_redesign,A,2024-01-10
847,product_page_redesign,B,2024-01-21
848,product_page_redesign,A,2024-01-07
849,product_page_redesign,B,2024-01-06
850,product_page_redesign,A,2024-01-18
851,product_page_redesign,B,2024-01-02
852,product_page_redesign,A,2024-01-13
853,product_page_redesign,B,2024-01-22
854,product_page_redesign,A,2024-01-07
855,product_page_redesign,B,2024-01-10
856,product_page_redesign,A,2024-01-23
857,product_page_redesign,B,2024-01-13
858,product_page_redesign,A,2024-01-29
859,product_page_redesign,B,2024-01-04
860,product_page_redesign,A,2024-01-21
861,product_page_redesign,B,2024-01-23
862,product_page_redesign,A,2024-01-12
863,product_page_redesign,B,2024-01-16
864,product_page_redesign,A,2024-01-03
865,product_page_redesign,B,2024-01-29
866,product_page_redesign,A,2024-01-21
867,product_page_redesign,B,2024-01-15
868,product_page_redesign,A,2024-01-24
869,product_page_redesign,B,2024-01-07
870,product_page_redesign,A,2024-01-05
871,product_page_redesign,B,2024-01-02
872,product_page_redesign,A,2024-01-07
873,product_page_redesign,B,2024-01-01
874,product_page_redesign,A,2024-01-24
875,product_page_redesign,B,2024-01-19
876,product_page_redesign,A,2024-01-08
877,product_page_redesign,B,2024-01-16
878,product_page_redesign,A,2024-01-13
879,product_page_redesign,B,2024-01-03
880,product_page_redesign,A,2024-01-26
881,product_page_redesign,B,2024-01-18
882,product_page_redesign,A,2024-01-21
883,product_page_redesign,B,2024-01-10
884,product_page_redesign,A,2024-01-16
885,product_page_redesign,B,2024-01-18
886,product_page_redesign,A,2024-01-27
887,product_page_redesign,B,2024-01-26
888,product_page_redesign,A,2024-01-15
889,product_page_redesign,B,2024-01-01
890,product_page_redesign,A,2024-01-02
891,product_page_redesign,B,2024-01-11
892,product_page_redesign,A,2024-01-02
893,product_page_redesign,B,2024-01-11
894,product_page_redesign,A,2024-01-26
895,product_page_redesign,B,2024-01-24
896,product_page_redesign,A,2024-01-02
897,product_page_redesign,B,2024-01-13
898,product_page_redesign,A,2024-01-04
899,product_page_redesign,B,2024-01-07
900,product_page_redesign,A,2024-01-26
901,product_page_redesign,B,2024-01-21
902,product_page_redesign,A,2024-01-22
903,product_page_redesign,B,2024-01-17
904,product_page_redesign,A,2024-01-15
905,product_page_redesign,B,2024-01-22
906,product_page_redesign,A,2024-01-28
907,product_page_redesign,B,2024-01-28
908,product_page_redesign,A,2024-01-18
909,product_page_redesign,B,2024-01-05
910,product_page_redesign,A,2024-01-24
911,product_page_redesign,B,2024-01-19
912,product_page_redesign,A,2024-01-08
913,product_page_redesign,B,2024-01-30
914,product_page_redesign,A,2024-01-03
915,product_page_redesign,B,2024-01-02
916,product_page_redesign,A,2024-01-24
917,product_page_redesign,B,2024-01-05
918,product_page_redesign,A,2024-01-16
919,product_page_redesign,B,2024-01-21
920,product_page_redesign,A,2024-01-01
921,product_page_redesign,B,2024-01-16
922,product_page_redesign,A,2024-01-30
923,product_page_redesign,B,2024-01-30
924,product_page_redesign,A,2024-01-20
925,product_page_redesign,B,2024-01-02
926,product_page_redesign,A,2024-01-08
927,product_page_redesign,B,2024-01-23
928,product_page_redesign,A,2024-01-21
929,product_page_redesign,B,2024-01-05
930,product_page_redesign,A,2024-01-01
931,product_page_redesign,B,2024-01-06
932,product_page_redesign,A,2024-01-21
933,product_page_redesign,B,2024-01-02
934,product_page_redesign,A,2024-01-29
935,product_page_redesign,B,2024-01-10
936,product_page_redesign,A,2024-01-27
937,product_page_redesign,B,2024-01-26
938,product_page_redesign,A,2024-01-04
939,product_page_redesign,B,2024-01-15
940,product_page_redesign,A,2024-01-20
941,product_page_redesign,B,2024-01-06
942,product_page_redesign,A,2024-01-27
943,product_page_redesign,B,2024-01-19
944,product_page_redesign,A,2024-01-03
945,product_page_redesign,B,2024-01-27
946,product_page_redesign,A,2024-01-27
947,product_page_redesign,B,2024-01-04
948,product_page_redesign,A,2024-01-04
949,product_page_redesign,B,2024-01-16
950,product_page_redesign,A,2024-01-20
951,product_page_redesign,B,2024-01-26
952,product_page_redesign,A,2024-01-20
953,product_page_redesign,B,2024-01-08
954,product_page_redesign,A,2024-01-03
955,product_page_redesign,B,2024-01-26
956,product_page_redesign,A,2024-01-07
957,product_page_redesign,B,2024-01-14
958,product_page_redesign,A,2024-01-11
959,product_page_redesign,B,2024-01-26
960,product_page_redesign,A,2024-01-27
961,product_page_redesign,B,2024-01-24
962,product_page_redesign,A,2024-01-22
963,product_page_redesign,B,2024-01-13
964,product_page_redesign,A,2024-01-11
965,product_page_redesign,B,2024-01-04
966,product_page_redesign,A,2024-01-22
967,product_page_redesign,B,2024-01-19
968,product_page_redesign,A,2024-01-18
969,product_page_redesign,B,2024-01-05
970,product_page_redesign,A,2024-01-11
971,product_page_redesign,B,2024-01-27
972,product_page_redesign,A,2024-01-26
973,product_page_redesign,B,2024-01-07
974,product_page_redesign,A,2024-01-25
975,product_page_redesign,B,2024-01-02
976,product_page_redesign,A,2024-01-19
977,product_page_redesign,B,2024-01-06
978,product_page_redesign,A,2024-01-11
979,product_page_redesign,B,2024-01-03
980,product_page_redesign,A,2024-01-04
981,product_page_redesign,B,2024-01-09
982,product_page_redesign,A,2024-01-05
983,product_page_redesign,B,2024-01-25
984,product_page_redesign,A,2024-01-14
985,product_page_redesign,B,2024-01-06
986,product_page_redesign,A,2024-01-23
987,product_page_redesign,B,2024-01-12
988,product_page_redesign,A,2024-01-18
989,product_page_redesign,B,2024-01-06
990,product_page_redesign,A,2024-01-15
991,product_page_redesign,B,2024-01-08
992,product_page_redesign,A,2024-01-30
993,product_page_redesign,B,2024-01-19
994,product_page_redesign,A,2024-01-02
995,product_page_redesign,B,2024-01-05
996,product_page_redesign,A,2024-01-04
997,product_page_redesign,B,2024-01-26
998,product_page_redesign,A,2024-01-28
999,product_page_redesign,B,2024-01-21
1000,product_page_redesign,A,2024-01-20
1001,product_page_redesign,B,2024-01-13
1002,product_page_redesign,A,2024-01-25
1003,product_page_redesign,B,2024-01-06
1004,product_page_redesign,A,2024-01-01
1005,product_page_redesign,B,2024-01-29
1006,product_page_redesign,A,2024-01-16
1007,product_page_redesign,B,2024-01-03
1008,product_page_redesign,A,2024-01-01
1009,product_page_redesign,B,2024-01-01
1010,product_page_redesign,A,2024-01-06
1011,product_page_redesign,B,2024-01-30
1012,product_page_redesign,A,2024-01-03
1013,product_page_redesign,B,2024-01-23
1014,product_page_redesign,A,2024-01-21
1015,product_page_redesign,B,2024-01-19
1016,product_page_redesign,A,2024-01-29
1017,product_page_redesign,B,2024-01-10
1018,product_page_redesign,A,2024-01-14
1019,product_page_redesign,B,2024-01-23
1020,product_page_redesign,A,2024-01-26
1021,product_page_redesign,B,2024-01-26
1022,product_page_redesign,A,2024-01-25
1023,product_page_redesign,B,2024-01-16
1024,product_page_redesign,A,2024-01-23
1025,product_page_redesign,B,2024-01-05
1026,product_page_redesign,A,2024-01-07
1027,product_page_redesign,B,2024-01-05
1028,product_page_redesign,A,2024-01-21
1029,product_page_redesign,B,2024-01-09
1030,product_page_redesign,A,2024-01-17
1031,product_page_redesign,B,2024-01-15
1032,product_page_redesign,A,2024-01-14
1033,product_page_redesign,B,2024-01-08
1034,product_page_redesign,A,2024-01-06
1035,product_page_redesign,B,2024-01-20
1036,product_page_redesign,A,2024-01-23
1037,product_page_redesign,B,2024-01-02
1038,product_page_redesign,A,2024-01-20
1039,product_page_redesign,B,2024-01-06
1040,product_page_redesign,A,2024-01-23
1041,product_page_redesign,B,2024-01-16
1042,product_page_redesign,A,2024-01-20
1043,product_page_redesign,B,2024-01-03
1044,product_page_redesign,A,2024-01-21
1045,product_page_redesign,B,2024-01-27
1046,product_page_redesign,A,2024-01-26
1047,product_page_redesign,B,2024-01-10
1048,product_page_redesign,A,2024-01-12
1049,product_page_redesign,B,2024-01-14
1050,product_page_redesign,A,2024-01-01
1051,product_page_redesign,B,2024-01-18
1052,product_page_redesign,A,2024-01-08
1053,product_page_redesign,B,2024-01-07
1054,product_page_redesign,A,2024-01-04
1055,product_page_redesign,B,2024-01-17
1056,product_page_redesign,A,2024-01-04
1057,product_page_redesign,B,2024-01-20
1058,product_page_redesign,A,2024-01-12
1059,product_page_redesign,B,2024-01-28
1060,product_page_redesign,A,2024-01-25
1061,product_page_redesign,B,2024-01-18
1062,product_page_redesign,A,2024-01-17
1063,product_page_redesign,B,2024-01-08
1064,product_page_redesign,A,2024-01-15
1065,product_page_redesign,B,2024-01-25
1066,product_page_redesign,A,2024-01-21
1067,product_page_redesign,B,2024-01-22
1068,product_page_redesign,A,2024-01-07
1069,product_page_redesign,B,2024-01-09
1070,product_page_redesign,A,2024-01-02
1071,product_page_redesign,B,2024-01-07
1072,product_page_redesign,A,2024-01-04
1073,product_page_redesign,B,2024-01-26
1074,product_page_redesign,A,2024-01-05
1075,product_page_redesign,B,2024-01-22
1076,product_page_redesign,A,2024-01-28
1077,product_page_redesign,B,2024-01-30
1078,product_page_redesign,A,2024-01-16
1079,product_page_redesign,B,2024-01-16
1080,product_page_redesign,A,2024-01-06
1081,product_page_redesign,B,2024-01-06
1082,product_page_redesign,A,2024-01-22
1083,product_page_redesign,B,2024-01-30
1084,product_page_redesign,A,2024-01-02
1085,product_page_redesign,B,2024-01-02
1086,product_page_redesign,A,2024-01-21
1087,product_page_redesign,B,2024-01-12
1088,product_page_redesign,A,2024-01-10
1089,product_page_redesign,B,2024-01-07
1090,product_page_redesign,A,2024-01-14
1091,product_page_redesign,B,2024-01-09
1092,product_page_redesign,A,2024-01-11
1093,product_page_redesign,B,2024-01-20
1094,product_page_redesign,A,2024-01-26
1095,product_page_redesign,B,2024-01-29
1096,product_page_redesign,A,2024-01-25
1097,product_page_redesign,B,2024-01-15
1098,product_page_redesign,A,2024-01-02
1099,product_page_redesign,B,2024-01-04
1100,product_page_redesign,A,2024-01-24
1101,product_page_redesign,B,2024-01-02
1102,product_page_redesign,A,2024-01-30
1103,product_page_redesign,B,2024-01-18
1104,product_page_redesign,A,2024-01-06
1105,product_page_redesign,B,2024-01-06
1106,product_page_redesign,A,2024-01-26
1107,product_page_redesign,B,2024-01-01
1108,product_page_redesign,A,2024-01-16
1109,product_page_redesign,B,2024-01-17
1110,product_page_redesign,A,2024-01-04
1111,product_page_redesign,B,2024-01-03
1112,product_page_redesign,A,2024-01-29
1113,product_page_redesign,B,2024-01-08
1114,product_page_redesign,A,2024-01-24
1115,product_page_redesign,B,2024-01-15
1116,product_page_redesign,A,2024-01-19
1117,product_page_redesign,B,2024-01-19
1118,product_page_redesign,A,2024-01-11
1119,product_page_redesign,B,2024-01-14
1120,product_page_redesign,A,2024-01-07
1121,product_page_redesign,B,2024-01-24
1122,product_page_redesign,A,2024-01-22
1123,product_page_redesign,B,2024-01-29
1124,product_page_redesign,A,2024-01-11
1125,product_page_redesign,B,2024-01-08
1126,product_page_redesign,A,2024-01-25
1127,product_page_redesign,B,2024-01-04
1128,product_page_redesign,A,2024-01-11
1129,product_page_redesign,B,2024-01-08
1130,product_page_redesign,A,2024-01-04
1131,product_page_redesign,B,2024-01-08
1132,product_page_redesign,A,2024-01-24
1133,product_page_redesign,B,2024-01-14
1134,product_page_redesign,A,2024-01-28
1135,product_page_redesign,B,2024-01-07
1136,product_page_redesign,A,2024-01-13
1137,product_page_redesign,B,2024-01-29
1138,product_page_redesign,A,2024-01-08
1139,product_page_redesign,B,2024-01-03
1140,product_page_redesign,A,2024-01-16
1141,product_page_redesign,B,2024-01-19
1142,product_page_redesign,A,2024-01-16
1143,product_page_redesign,B,2024-01-02
1144,product_page_redesign,A,2024-01-29
1145,product_page_redesign,B,2024-01-14
1146,product_page_redesign,A,2024-01-05
1147,product_page_redesign,B,2024-01-07
1148,product_page_redesign,A,2024-01-30
1149,product_page_redesign,B,2024-01-20
1150,product_page_redesign,A,2024-01-15
1151,product_page_redesign,B,2024-01-06
1152,product_page_redesign,A,2024-01-13
1153,product_page_redesign,B,2024-01-12
1154,product_page_redesign,A,2024-01-05
1155,product_page_redesign,B,2024-01-15
1156,product_page_redesign,A,2024-01-24
1157,product_page_redesign,B,2024-01-07
1158,product_page_redesign,A,2024-01-21
1159,product_page_redesign,B,2024-01-12
1160,product_page_redesign,A,2024-01-09
1161,product_page_redesign,B,2024-01-07
1162,product_page_redesign,A,2024-01-11
1163,product_page_redesign,B,2024-01-05
1164,product_page_redesign,A,2024-01-02
1165,product_page_redesign,B,2024-01-23
1166,product_page_redesign,A,2024-01-19
1167,product_page_redesign,B,2024-01-02
1168,product_page_redesign,A,2024-01-09
1169,product_page_redesign,B,2024-01-05
1170,product_page_redesign,A,2024-01-04
1171,product_page_redesign,B,2024-01-28
1172,product_page_redesign,A,2024-01-15
1173,product_page_redesign,B,2024-01-15
1174,product_page_redesign,A,2024-01-14
1175,product_page_redesign,B,2024-01-06
1176,product_page_redesign,A,2024-01-25
1177,product_page_redesign,B,2024-01-11
1178,product_page_redesign,A,2024-01-08
1179,product_page_redesign,B,2024-01-29
1180,product_page_redesign,A,2024-01-10
1181,product_page_redesign,B,2024-01-20
1182,product_page_redesign,A,2024-01-06
1183,product_page_redesign,B,2024-01-26
1184,product_page_redesign,A,2024-01-26
1185,product_page_redesign,B,2024-01-21
1186,product_page_redesign,A,2024-01-20
1187,product_page_redesign,B,2024-01-29
1188,product_page_redesign,A,2024-01-06
1189,product_page_redesign,B,2024-01-19
1190,product_page_redesign,A,2024-01-18
1191,product_page_redesign,B,2024-01-28
1192,product_page_redesign,A,2024-01-08
1193,product_page_redesign,B,2024-01-03
1194,product_page_redesign,A,2024-01-14
1195,product_page_redesign,B,2024-01-28
1196,product_page_redesign,A,2024-01-17
1197,product_page_redesign,B,2024-01-16
1198,product_page_redesign,A,2024-01-28
1199,product_page_redesign,B,2024-01-07
1200,product_page_redesign,A,2024-01-19
1201,product_page_redesign,B,2024-01-16
1202,product_page_redesign,A,2024-01-27
1203,product_page_redesign,B,2024-01-15
1204,product_page_redesign,A,2024-01-09
1205,product_page_redesign,B,2024-01-01
1206,product_page_redesign,A,2024-01-24
1207,product_page_redesign,B,2024-01-14
1208,product_page_redesign,A,2024-01-24
1209,product_page_redesign,B,2024-01-28
1210,product_page_redesign,A,2024-01-08
1211,product_page_redesign,B,2024-01-08
1212,product_page_redesign,A,2024-01-11
1213,product_page_redesign,B,2024-01-14
1214,product_page_redesign,A,2024-01-19
1215,product_page_redesign,B,2024-01-08
1216,product_page_redesign,A,2024-01-29
1217,product_page_redesign,B,2024-01-30
1218,product_page_redesign,A,2024-01-19
1219,product_page_redesign,B,2024-01-05
1220,product_page_redesign,A,2024-01-30
1221,product_page_redesign,B,2024-01-19
1222,product_page_redesign,A,2024-01-29
1223,product_page_redesign,B,2024-01-01
1224,product_page_redesign,A,2024-01-14
1225,product_page_redesign,B,2024-01-02
1226,product_page_redesign,A,2024-01-02
1227,product_page_redesign,B,2024-01-16
1228,product_page_redesign,A,2024-01-24
1229,product_page_redesign,B,2024-01-25
1230,product_page_redesign,A,2024-01-17
1231,product_page_redesign,B,2024-01-02
1232,product_page_redesign,A,2024-01-14
1233,product_page_redesign,B,2024-01-17
1234,product_page_redesign,A,2024-01-13
1235,product_page_redesign,B,2024-01-16
1236,product_page_redesign,A,2024-01-26
1237,product_page_redesign,B,2024-01-26
1238,product_page_redesign,A,2024-01-23
1239,product_page_redesign,B,2024-01-27
1240,product_page_redesign,A,2024-01-04
1241,product_page_redesign,B,2024-01-15
1242,product_page_redesign,A,2024-01-16
1243,product_page_redesign,B,2024-01-08
1244,product_page_redesign,A,2024-01-03
1245,product_page_redesign,B,2024-01-18
1246,product_page_redesign,A,2024-01-25
1247,product_page_redesign,B,2024-01-01
1248,product_page_redesign,A,2024-01-23
1249,product_page_redesign,B,2024-01-24
1250,product_page_redesign,A,2024-01-14
1251,product_page_redesign,B,2024-01-07
1252,product_page_redesign,A,2024-01-05
1253,product_page_redesign,B,2024-01-12
1254,product_page_redesign,A,2024-01-10
1255,product_page_redesign,B,2024-01-08
1256,product_page_redesign,A,2024-01-21
1257,product_page_redesign,B,2024-01-03
1258,product_page_redesign,A,2024-01-01
1259,product_page_redesign,B,2024-01-16
1260,product_page_redesign,A,2024-01-22
1261,product_page_redesign,B,2024-01-10
1262,product_page_redesign,A,2024-01-06
1263,product_page_redesign,B,2024-01-23
1264,product_page_redesign,A,2024-01-15
1265,product_page_redesign,B,2024-01-28
1266,product_page_redesign,A,2024-01-19
1267,product_page_redesign,B,2024-01-24
1268,product_page_redesign,A,2024-01-19
1269,product_page_redesign,B,2024-01-01
1270,product_page_redesign,A,2024-01-15
1271,product_page_redesign,B,2024-01-15
1272,product_page_redesign,A,2024-01-25
1273,product_page_redesign,B,2024-01-05
1274,product_page_redesign,A,2024-01-28
1275,product_page_redesign,B,2024-01-23
1276,product_page_redesign,A,2024-01-13
1277,product_page_redesign,B,2024-01-06
1278,product_page_redesign,A,2024-01-26
1279,product_page_redesign,B,2024-01-28
1280,product_page_redesign,A,2024-01-12
1281,product_page_redesign,B,2024-01-21
1282,product_page_redesign,A,2024-01-15
1283,product_page_redesign,B,2024-01-23
1284,product_page_redesign,A,2024-01-21
1285,product_page_redesign,B,2024-01-01
1286,product_page_redesign,A,2024-01-28
1287,product_page_redesign,B,2024-01-21
1288,product_page_redesign,A,2024-01-03
1289,product_page_redesign,B,2024-01-13
1290,product_page_redesign,A,2024-01-29
1291,product_page_redesign,B,2024-01-23
1292,product_page_redesign,A,2024-01-11
1293,product_page_redesign,B,2024-01-17
1294,product_page_redesign,A,2024-01-02
1295,product_page_redesign,B,2024-01-10
1296,product_page_redesign,A,2024-01-14
1297,product_page_redesign,B,2024-01-25
1298,product_page_redesign,A,2024-01-09
1299,product_page_redesign,B,2024-01-23
1300,product_page_redesign,A,2024-01-20
1301,product_page_redesign,B,2024-01-18
1302,product_page_redesign,A,2024-01-19
1303,product_page_redesign,B,2024-01-26
1304,product_page_redesign,A,2024-01-07
1305,product_page_redesign,B,2024-01-26
1306,product_page_redesign,A,2024-01-22
1307,product_page_redesign,B,2024-01-03
1308,product_page_redesign,A,2024-01-20
1309,product_page_redesign,B,2024-01-29
1310,product_page_redesign,A,2024-01-11
1311,product_page_redesign,B,2024-01-24
1312,product_page_redesign,A,2024-01-30
1313,product_page_redesign,B,2024-01-02
1314,product_page_redesign,A,2024-01-17
1315,product_page_redesign,B,2024-01-30
1316,product_page_redesign,A,2024-01-22
1317,product_page_redesign,B,2024-01-12
1318,product_page_redesign,A,2024-01-29
1319,product_page_redesign,B,2024-01-02
1320,product_page_redesign,A,2024-01-04
1321,product_page_redesign,B,2024-01-13
1322,product_page_redesign,A,2024-01-12
1323,product_page_redesign,B,2024-01-15
1324,product_page_redesign,A,2024-01-20
1325,product_page_redesign,B,2024-01-02
1326,product_page_redesign,A,2024-01-12
1327,product_page_redesign,B,2024-01-12
1328,product_page_redesign,A,2024-01-06
1329,product_page_redesign,B,2024-01-21
1330,product_page_redesign,A,2024-01-18
1331,product_page_redesign,B,2024-01-23
1332,product_page_redesign,A,2024-01-03
1333,product_page_redesign,B,2024-01-18
1334,product_page_redesign,A,2024-01-23
1335,product_page_redesign,B,2024-01-25
1336,product_page_redesign,A,2024-01-07
1337,product_page_redesign,B,2024-01-05
1338,product_page_redesign,A,2024-01-11
1339,product_page_redesign,B,2024-01-08
1340,product_page_redesign,A,2024-01-18
1341,product_page_redesign,B,2024-01-04
1342,product_page_redesign,A,2024-01-21
1343,product_page_redesign,B,2024-01-16
1344,product_page_redesign,A,2024-01-24
1345,product_page_redesign,B,2024-01-25
1346,product_page_redesign,A,2024-01-19
1347,product_page_redesign,B,2024-01-28
1348,product_page_redesign,A,2024-01-23
1349,product_page_redesign,B,2024-01-07
1350,product_page_redesign,A,2024-01-25
1351,product_page_redesign,B,2024-01-24
1352,product_page_redesign,A,2024-01-25
1353,product_page_redesign,B,2024-01-08
1354,product_page_redesign,A,2024-01-11
1355,product_page_redesign,B,2024-01-12
1356,product_page_redesign,A,2024-01-29
1357,product_page_redesign,B,2024-01-09
1358,product_page_redesign,A,2024-01-17
1359,product_page_redesign,B,2024-01-22
1360,product_page_redesign,A,2024-01-14
1361,product_page_redesign,B,2024-01-09
1362,product_page_redesign,A,2024-01-02
1363,product_page_redesign,B,2024-01-03
1364,product_page_redesign,A,2024-01-12
1365,product_page_redesign,B,2024-01-12
1366,product_page_redesign,A,2024-01-15
1367,product_page_redesign,B,2024-01-16
1368,product_page_redesign,A,2024-01-17
1369,product_page_redesign,B,2024-01-17
1370,product_page_redesign,A,2024-01-27
1371,product_page_redesign,B,2024-01-04
1372,product_page_redesign,A,2024-01-16
1373,product_page_redesign,B,2024-01-23
1374,product_page_redesign,A,2024-01-18
1375,product_page_redesign,B,2024-01-22
1376,product_page_redesign,A,2024-01-27
1377,product_page_redesign,B,2024-01-18
1378,product_page_redesign,A,2024-01-29
1379,product_page_redesign,B,2024-01-10
1380,product_page_redesign,A,2024-01-15
1381,product_page_redesign,B,2024-01-20
1382,product_page_redesign,A,2024-01-12
1383,product_page_redesign,B,2024-01-26
1384,product_page_redesign,A,2024-01-22
1385,product_page_redesign,B,2024-01-23
1386,product_page_redesign,A,2024-01-26
1387,product_page_redesign,B,2024-01-29
1388,product_page_redesign,A,2024-01-03
1389,product_page_redesign,B,2024-01-07
1390,product_page_redesign,A,2024-01-29
1391,product_page_redesign,B,2024-01-29
1392,product_page_redesign,A,2024-01-15
1393,product_page_redesign,B,2024-01-03
1394,product_page_redesign,A,2024-01-03
1395,product_page_redesign,B,2024-01-13
1396,product_page_redesign,A,2024-01-29
1397,product_page_redesign,B,2024-01-06
1398,product_page_redesign,A,2024-01-10
1399,product_page_redesign,B,2024-01-03
1400,product_page_redesign,A,2024-01-04
1401,product_page_redesign,B,2024-01-06
1402,product_page_redesign,A,2024-01-09
1403,product_page_redesign,B,2024-01-04
1404,product_page_redesign,A,2024-01-23
1405,product_page_redesign,B,2024-01-05
1406,product_page_redesign,A,2024-01-16
1407,product_page_redesign,B,2024-01-05
1408,product_page_redesign,A,2024-01-28
1409,product_page_redesign,B,2024-01-07
1410,product_page_redesign,A,2024-01-17
1411,product_page_redesign,B,2024-01-21
1412,product_page_redesign,A,2024-01-01
1413,product_page_redesign,B,2024-01-10
1414,product_page_redesign,A,2024-01-14
1415,product_page_redesign,B,2024-01-22
1416,product_page_redesign,A,2024-01-18
1417,product_page_redesign,B,2024-01-30
1418,product_page_redesign,A,2024-01-05
1419,product_page_redesign,B,2024-01-16
1420,product_page_redesign,A,2024-01-12
1421,product_page_redesign,B,2024-01-14
1422,product_page_redesign,A,2024-01-15
1423,product_page_redesign,B,2024-01-24
1424,product_page_redesign,A,2024-01-21
1425,product_page_redesign,B,2024-01-01
1426,product_page_redesign,A,2024-01-10
1427,product_page_redesign,B,2024-01-07
1428,product_page_redesign,A,2024-01-03
1429,product_page_redesign,B,2024-01-01
1430,product_page_redesign,A,2024-01-28
1431,product_page_redesign,B,2024-01-26
1432,product_page_redesign,A,2024-01-08
1433,product_page_redesign,B,2024-01-27
1434,product_page_redesign,A,2024-01-17
1435,product_page_redesign,B,2024-01-21
1436,product_page_redesign,A,2024-01-11
1437,product_page_redesign,B,2024-01-14
1438,product_page_redesign,A,2024-01-19
1439,product_page_redesign,B,2024-01-11
1440,product_page_redesign,A,2024-01-21
1441,product_page_redesign,B,2024-01-21
1442,product_page_redesign,A,2024-01-26
1443,product_page_redesign,B,2024-01-11
1444,product_page_redesign,A,2024-01-16
1445,product_page_redesign,B,2024-01-19
1446,product_page_redesign,A,2024-01-22
